ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
85866,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/2/2012,N/A - From RDC,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,900,2097,2.33,0.04,Macleods Daman Plant INDIA,No,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),2.94
85867,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/2/2012,N/A - From RDC,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,120,660,5.5,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),0.93
85868,102-CD-T30,FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,4/2/2012,N/A - From RDC,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1300,8853,6.81,0.11,Hetero Unit III Hyderabad IN,No,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),12.41
85869,113-ZW-T30,FPQ-8464,SO-40891,DN-2694,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/2011,N/A - From RDC,16-Oct-12,27-Jun-12,27-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2699,7962.05,2.95,0.05,"Strides, Bangalore, India.",No,See DN-2694 (ID#:82483),See DN-2694 (ID#:82483),13.14
85870,151-NG-T30,FPQ-8952,SO-41257,DN-2706,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12/8/2011,N/A - From RDC,20-Jun-12,3-Jun-12,3-Jun-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,22100,51493,2.33,0.04,"Strides, Bangalore, India.",No,See DN-2706 (ID#:85272),See DN-2706 (ID#:85272),72.19
85871,111-MZ-T30,FPQ-9506,SO-41780,DN-2717,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/16/2012,N/A - From RDC,7-Aug-12,24-Jul-12,24-Jul-12,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,1600,3360,2.1,0.01,"Aurobindo Unit III, India",No,See DN-2717 (ID#:83598),See DN-2717 (ID#:83598),4.71
85872,109-TZ-T30,FPQ-9271,SO-41581,DN-2718,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,1/31/2012,N/A - From RDC,1-Aug-12,25-Jul-12,25-Jul-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,10000,55000,5.5,0.18,"Aurobindo Unit III, India",No,See DN-2718 (ID#:84176),See DN-2718 (ID#:84176),77.11
85873,109-TZ-T30,FPQ-8303,SO-40471,DN-2721,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/22/2011,N/A - From RDC,15-Aug-12,25-Jul-12,25-Jul-12,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,29504,57532.8,1.95,0.01,"Aurobindo Unit III, India",Yes,10913,3853.89,94.93
85874,151-NG-T30,FPQ-9432,SO-42642,DN-2733,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,2-Aug-12,9-Jul-12,9-Jul-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,180000,1765800,9.81,0.16,"Aurobindo Unit III, India",Yes,23096,21347.13,2475.65
85875,111-MZ-T30,FPQ-9506,SO-41770,DN-2738,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,3/16/2012,N/A - From RDC,4-Sep-12,22-Aug-12,22-Aug-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,43020,302000.4,7.02,0.12,Mylan (formerly Matrix) Nashik,Yes,22479,6483.81,423.4
85876,114-UG-T30,FPQ-9355,SO-41591,DN-2740,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,5-Sep-12,30-Jul-12,30-Jul-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4879,47862.99,9.81,0.16,Mylan (formerly Matrix) Nashik,Yes,637,5081.05,67.1
85877,113-ZW-T30,FPQ-8464,SO-40890,DN-2741,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/2011,N/A - From RDC,16-Oct-12,23-Jul-12,23-Jul-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,17422,66377.82,3.81,0.13,"Aurobindo Unit III, India",No,See DN-2741 (ID#:84180),See DN-2741 (ID#:84180),109.52
85878,104-CI-T30,FPQ-8790,SO-41180,DN-2751,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/2011,N/A - From RDC,31-Jul-12,31-Jul-12,31-Jul-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45000,347400,7.72,0.13,"Aurobindo Unit III, India",Yes,4050,11592.26,487.05
85879,109-TZ-T30,FPQ-9271,SO-41580,DN-2761,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,1/31/2012,N/A - From RDC,31-Aug-12,22-Aug-12,22-Aug-12,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,66931,475879.41,7.11,0.24,Mylan (formerly Matrix) Nashik,No,See DN-2761 (ID#:83606),See DN-2761 (ID#:83606),667.18
85880,151-NG-T30,FPQ-9432,SO-42801,DN-2766,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,2-Aug-12,24-Jul-12,24-Jul-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,6100,79056,12.96,0.22,Mylan (formerly Matrix) Nashik,Yes,681,16532.5,110.84
85881,151-NG-T30,FPQ-9432,SO-42803,DN-2769,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,2-Aug-12,24-Jul-12,24-Jul-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,28839,159768.06,5.54,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2769 (ID#:83607),See DN-2769 (ID#:83607),223.99
85882,107-RW-T30,FPQ-10119,SO-42750,DN-2770,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,6/18/2012,N/A - From RDC,31-Aug-12,16-Aug-12,16-Aug-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,90,608.4,6.76,0.11,Hetero Unit III Hyderabad IN,Yes,5,721.36,0.85
85883,104-CI-T30,FPQ-9261,SO-41480,DN-2777,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,1/30/2012,N/A - From RDC,20-Aug-12,18-Aug-12,18-Aug-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,972,4754.53,182.18
85884,900-UG-T30,FPQ-10048,SO-42570,DN-2781,Uganda,PMO - US,From RDC,N/A - From RDC,Air,6/6/2012,N/A - From RDC,30-Oct-12,30-Oct-12,30-Oct-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,40000,221600,5.54,0.18,"Aurobindo Unit VII, IN",No,See DN-2781 (ID#:83061),See DN-2781 (ID#:83061),310.68
85885,107-RW-T30,FPQ-9888,SO-42133,DN-2789,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,5/11/2012,N/A - From RDC,24-Aug-12,16-Aug-12,16-Aug-12,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,10537,138561.55,13.15,0.22,"Aurobindo Unit III, India",Yes,1048,18613.69,194.26
85886,151-NG-T30,FPQ-9432,SO-42930,DN-2791,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,20-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,35120,280960,8,0.13,"Aurobindo Unit III, India",No,See DN-2791 (ID#:83064),See DN-2791 (ID#:83064),393.91
85887,151-NG-T30,FPQ-9432,SO-42933,DN-2794,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,3/1/2012,N/A - From RDC,20-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17497,512837.07,29.31,0.24,"Aurobindo Unit III, India",Yes,4898,18461.22,719
85888,104-CI-T30,FPQ-10324,SO-42920,DN-2795,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/11/2012,N/A - From RDC,21-Aug-12,30-Aug-12,30-Aug-12,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,9000,60840,6.76,0.11,"Aurobindo Unit III, India",Yes,486,3028.66,85.3
85889,107-RW-T30,FPQ-10119,SO-42740,DN-2796,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,6/18/2012,N/A - From RDC,30-Nov-12,14-Sep-12,14-Sep-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,51240,200348.4,3.91,0.13,"Aurobindo Unit III, India",Yes,4331,8684.7,280.89
85890,113-ZW-T30,FPQ-8464,SO-40900,DN-2804,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,10/4/2011,N/A - From RDC,11-Dec-12,4-Sep-12,4-Sep-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,33201,177957.36,5.36,0.18,Hetero Unit III Hyderabad IN,No,See DN-2804 (ID#:82499),See DN-2804 (ID#:82499),293.63
85891,104-CI-T30,FPQ-9749,SO-42381,DN-2813,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/2012,N/A - From RDC,29-Oct-12,27-Aug-12,27-Aug-12,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,38160,506383.2,13.27,0.44,Mylan (formerly Matrix) Nashik,No,See DN-2813 (ID#:82501),See DN-2813 (ID#:82501),709.95
85892,102-CD-T30,FPQ-9906,SO-42340,DN-2812,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,5/15/2012,N/A - From RDC,14-Feb-13,14-Feb-13,14-Feb-13,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,306,8968.86,29.31,0.24,Mylan (formerly Matrix) Nashik,No,See DN-2812 (ID#:83068),See DN-2812 (ID#:83068),12.57
85893,104-CI-T30,FPQ-9063,SO-41360,DN-2816,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/21/2011,N/A - From RDC,2-Oct-12,27-Aug-12,27-Aug-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,58380,450693.6,7.72,0.13,Mylan (formerly Matrix) Nashik,No,See DN-2816 (ID#:84747),See DN-2816 (ID#:84747),631.87
85894,151-NG-T30,FPQ-9432,SO-42936,DN-2818,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,3/1/2012,N/A - From RDC,31-Aug-12,13-Aug-12,13-Aug-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,53922,130491.24,2.42,0.04,"Strides, Bangalore, India.",Yes,9697,18461.22,182.95
85895,104-CI-T30,FPQ-9063,SO-41340,DN-2827,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/21/2011,N/A - From RDC,28-Sep-12,31-Aug-12,31-Aug-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,8640,129945.6,15.04,0.5,Mylan (formerly Matrix) Nashik,Yes,979,4869.4,182.18
85896,114-UG-T30,FPQ-9355,SO-41595,DN-2828,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2/20/2012,N/A - From RDC,24-Sep-12,24-Sep-12,24-Sep-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1319,10552,8,0.13,Hetero Unit III Hyderabad IN,Yes,108,1618.01,14.79
85897,114-UG-T30,FPQ-9875,SO-42052,DN-2830,Uganda,PMO - US,From RDC,N/A - From RDC,Air,5/9/2012,N/A - From RDC,18-Oct-12,18-Oct-12,18-Oct-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,30348,74049.12,2.44,0.04,Hetero Unit III Hyderabad IN,No,See DN-2830 (ID#:84751),See DN-2830 (ID#:84751),103.82
85898,110-ZM-T30,FPQ-9773,SO-41991,DN-2833,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/2012,N/A - From RDC,25-Sep-12,7-Sep-12,7-Sep-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,41926,102299.44,2.44,0.04,Hetero Unit III Hyderabad IN,No,See DN-2833 (ID#:82506),See DN-2833 (ID#:82506),143.42
85899,107-RW-T30,FPQ-10015,SO-42480,DN-2848,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,6/4/2012,N/A - From RDC,28-Sep-12,13-Sep-12,13-Sep-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10078,24590.32,2.44,0.04,"Strides, Bangalore, India.",No,See DN-2848 (ID#:83078),See DN-2848 (ID#:83078),34.48
85900,104-CI-T30,FPQ-9749,SO-42380,DN-2861,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/2012,N/A - From RDC,29-Oct-12,1-Oct-12,1-Oct-12,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,43772,166771.32,3.81,0.13,"Aurobindo Unit III, India",No,See DN-2861 (ID#:82513),See DN-2861 (ID#:82513),233.81
85901,104-CI-T30,FPQ-8790,SO-41204,DN-2868,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11/11/2011,N/A - From RDC,31-Oct-12,5-Oct-12,5-Oct-12,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1781,8584.42,4.82,0.16,Mylan (formerly Matrix) Nashik,Yes,99,1113,12.04
85902,104-CI-T30,FPQ-9063,SO-41362,DN-2870,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,12/21/2011,N/A - From RDC,15-Oct-12,5-Oct-12,5-Oct-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,10080,144950.4,14.38,0.48,Mylan (formerly Matrix) Nashik,Yes,1143,8158.93,203.22
85903,900-SS-T30,FPQ-10514,SO-43060,DN-2871,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,8/17/2012,N/A - From RDC,30-Nov-12,30-Nov-12,30-Nov-12,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,270,599.4,2.22,0.04,Hetero Unit III Hyderabad IN,No,See DN-2871 (ID#:83626),See DN-2871 (ID#:83626),0.84
85904,104-CI-T30,FPQ-9749,SO-42400,DN-2880,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,4/19/2012,N/A - From RDC,30-Oct-12,24-Oct-12,24-Oct-12,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,2880,64800,22.5,0.75,"Aurobindo Unit III, India",No,See DN-2880 (ID#:85310),See DN-2880 (ID#:85310),90.85
85905,900-CM-T30,FPQ-10641,SO-43390,DN-2886,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/2012,N/A - From RDC,24-Oct-12,17-Oct-12,17-Oct-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,28057,216600.04,7.72,0.13,Hetero Unit III Hyderabad IN,No,See DN-2886 (ID#:82519),See DN-2886 (ID#:82519),303.67
85906,900-CM-T30,FPQ-10641,SO-43390,DN-2886,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/2012,N/A - From RDC,24-Oct-12,17-Oct-12,17-Oct-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,88208,213463.36,2.42,0.04,"Strides, Bangalore, India.",No,See DN-2886 (ID#:82519),See DN-2886 (ID#:82519),299.28
85907,900-CM-T30,FPQ-10641,SO-43380,DN-2887,Cameroon,PMO - US,From RDC,N/A - From RDC,Air Charter,9/19/2012,N/A - From RDC,7-Nov-12,17-Oct-12,17-Oct-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,18486,99084.96,5.36,0.18,"Cipla, Kurkumbh, India",No,See DN-2887 (ID#:82520),See DN-2887 (ID#:82520),138.92
85908,109-TZ-T30,FPQ-9303,SO-41550,DN-2888,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,2/15/2012,N/A - From RDC,30-Nov-12,6-Nov-12,6-Nov-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 30/50/6mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,17600,40480,2.3,0.04,"Cipla, Goa, India",Yes,3526,8977,56.75
85909,114-UG-T30,FPQ-10556,SO-43170,DN-2897,Uganda,PMO - US,From RDC,N/A - From RDC,Air,8/30/2012,N/A - From RDC,6-Dec-12,29-Oct-12,29-Oct-12,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,510,1234.2,2.42,0.04,Hetero Unit III Hyderabad IN,No,See DN-2897 (ID#:84198),See DN-2897 (ID#:84198),1.73
85910,111-MZ-T30,FPQ-10210,SO-42840,DN-2899,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/2012,N/A - From RDC,30-Nov-12,14-Nov-12,14-Nov-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,149997,1471470.57,9.81,0.16,"Aurobindo Unit III, India",Yes,17605,6323.1,2063
85911,111-MZ-T30,FPQ-10210,SO-42821,DN-2911,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/2012,N/A - From RDC,30-Nov-12,14-Nov-12,14-Nov-12,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,24732,190931.04,7.72,0.13,Hetero Unit III Hyderabad IN,Yes,2143,6323.1,267.69
85912,110-ZM-T30,FPQ-9773,SO-41994,DN-2912,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,4/27/2012,N/A - From RDC,15-Nov-12,5-Nov-12,5-Nov-12,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,133000,1912540,14.38,0.48,Mylan (formerly Matrix) Nashik,Yes,15075,10809.09,2681.38
85913,107-RW-T30,FPQ-10119,SO-42700,DN-2915,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,6/18/2012,N/A - From RDC,16-Jan-13,16-Jan-13,16-Jan-13,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5468,16130.6,2.95,0.05,Hetero Unit III Hyderabad IN,Yes,437,2928.4,22.62
85914,107-RW-T30,FPQ-9969,SO-42420,DN-2916,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,5/25/2012,N/A - From RDC,16-Jan-13,16-Jan-13,16-Jan-13,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13152,38798.4,2.95,0.05,Hetero Unit III Hyderabad IN,Yes,1045,6152,54.4
85915,103-ZW-T30,FPQ-9907,SO-42200,DN-2913,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,5/15/2012,N/A - From RDC,19-Nov-12,19-Nov-12,19-Nov-12,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,2267,6256.92,2.76,0.05,"Aurobindo Unit III, India",No,See DN-2913 (ID#:84764),See DN-2913 (ID#:84764),8.77
85916,151-NG-T30,FPQ-9968,SO-43430,DN-2909,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/23/2012,N/A - From RDC,7-Nov-12,7-Nov-12,7-Nov-12,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,116000,1115920,9.62,0.16,Hetero Unit III Hyderabad IN,Yes,17521,15459.09,1564.52
85917,151-NG-T30,FPQ-9968,SO-43431,DN-2923,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/23/2012,N/A - From RDC,15-Nov-12,6-Nov-12,6-Nov-12,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,56404,748481.08,13.27,0.44,Mylan (formerly Matrix) Nashik,Yes,6886,15459.09,1049.37
85918,151-NG-T30,FPQ-9968,SO-43434,DN-2945,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,5/23/2012,N/A - From RDC,30-Nov-12,4-Dec-12,4-Dec-12,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,15594,83583.84,5.36,0.18,"Cipla, Kurkumbh, India",No,See DN-2945 (ID#:82533),See DN-2945 (ID#:82533),117.18
85919,114-UG-T30,FPQ-10357,SO-42901,DN-2964,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,7/18/2012,N/A - From RDC,5-Feb-13,5-Feb-13,5-Feb-13,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,48,257.28,5.36,0.18,Hetero Unit III Hyderabad IN,Yes,5,673.25,0.36
85920,111-MZ-T30,FPQ-10211,SO-42870,DN-2966,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6/28/2012,N/A - From RDC,31-Jan-13,11-Jan-13,11-Jan-13,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,67271,647147.02,9.62,0.16,"Aurobindo Unit III, India",Yes,7899,7433.01,907.3
